과목,번호,구분,질문,정답,키워드(빈칸),오답보기
"도핑",15,"PART 4 · 도핑 검사","경기기간 외 도핑검사를 설명하시오.","경기기간 외 불시에 사전 미통보로 실시 / 자택·훈련장소·직장 등 어디서든 가능","경기기간 외 불시에 사전 미통보로 실시 / 자택·훈련장소·직장 등 어디서든 가능","경기 후 72시간 이내에만 실시 / 사전 통보 후 실시 / 훈련장에서만 실시"
"도핑",16,"PART 4 · 도핑 검사","도핑 검사 미통보 원칙을 말하시오.","사전 통보 없이 불시에 진행 / 선수가 있는 곳 어디든 검사 장소 가능 / 경기기간 중·외 모두 해당","사전 통보 없이 불시에 진행 / 선수가 있는 곳 어디든 검사 장소 가능","48시간 전 통보 후 진행 / 훈련장에서만 불시 가능 / 경기 당일만 미통보 원칙 적용"
"도핑",17,"PART 4 · 도핑 검사","도핑 검사 절차를 설명하시오.","도핑검사 계획 → 검사관 배정 → 대상자 선정 → 선수 통지 및 동반 → 시료 채취(소변 최소 90ml) → A병·B병 나눠 담기 → 봉인 → 비중 측정 → 검사서 작성 → WADA 인증 시험실 분석 → 결과 관리 → 장기 보관","도핑검사 계획 → 검사관 배정 → 대상자 선정 → 선수 통지 및 동반 / 시료 채취(소변 최소 90ml) → A병·B병 나눠 담기 → 봉인 → 비중 측정 → 검사서 작성 → WADA 인증 시험실 분석 → 결과 관리 → 장기 보관","선수 자진 신고 → 검사관 배정 → 시료 제공 / 무작위 선정 → 24시간 내 시료 제공 → 즉시 분석 / 혈액만 채취 → 즉시 분석 → 결과 통보"
"도핑",18,"PART 4 · 도핑 검사","선수가 도핑 검사 시 가지는 의무와 책임을 말하시오.","검사관 직접 감시 하에 대기 / 동성 검사관 감시 하 시료 제공 / 신분증 제시·본인 확인 / 즉시 도핑 관리실 도착 / 거부 시 규정 위반","도핑 관리실 도착 시까지 검사관의 직접 감시 하에 머물러야 함 / 시료 제공 시 동성의 도핑검사관에 의해 감시됨 / 신분증 제시 및 본인 확인 / 합당한 사유 없이 즉시 도핑 관리실 도착 / 도핑검사 거부·비준수 시 규정 위반으로 간주","검사관 선택 권한 있음 / 시료 채취 장소 선택 가능 / 24시간 이내 제공 허용"
"도핑",19,"PART 4 · 도핑 검사","도핑검사를 거부할 수 있는가? 소변검사를 혈액검사로 대체할 수 있는가?","검사 거부 불가·양성 반응과 동일하게 취급 / 혈액검사로 대체 불가·분석 목적이 다름·소변 부족 시 제공분 봉인 후 추가 제공","검사 거부 불가·양성 반응과 동일하게 취급 / 혈액검사로 대체 불가·분석 목적이 다름·소변 부족 시 제공분 봉인 후 추가 제공","긴급 시 거부 가능 / 혈액검사로 대체 가능 / 의사 소견서 제출 시 면제 / 양쪽 모두 동일 효력 / 경고 후 재검사 가능 / 혈액검사 병행 허용"
"도핑",20,"PART 5 · 소재지 정보","소재지 정보란 무엇이며 포함 내용을 설명하시오.","KADA가 선수의 정확한 위치 파악을 위해 관리하는 정보 / 포함: 거주지·훈련 일정·정기 활동·검사 가능한 특정 60분과 그 장소 / 변경 시 즉시 업데이트","KADA가 선수의 정확한 위치 파악을 위해 관리하는 정보 / 거주지·훈련 일정·정기 활동·검사 가능한 특정 60분과 그 장소","선수의 식단과 보충제 목록 / 경기 일정과 체급 정보 / 소속 팀과 지도자 연락처"
"도핑",21,"PART 6 · 치료목적사용면책(TUE)","치료목적사용면책(TUE)이란 무엇인가?","질병 치료·부상 회복 위해 금지약물 사용이 필요한 경우 치료목적사용면책 국제표준에 따라 심사 후 사전 승인하는 제도","질병 치료·부상 회복 위해 금지약물 사용이 필요한 경우 / 치료목적사용면책 국제표준에 따라 심사 후 사전 승인하는 제도","도핑 면제 자동 신청 제도 / 경기 중 부상 치료 허가 제도 / 의사 처방 시 자동 면제 제도"
"도핑",22,"PART 6 · 치료목적사용면책(TUE)","TUE 승인 기관을 말하시오.","치료목적사용면책위원회(TUEC) / 스포츠 의학 전문 의사들로 구성 / KADA와 무관하게 독립적으로 결정","치료목적사용면책위원회(TUEC) / KADA와 무관하게 독립적으로 결정","WADA에서 직접 결정 / IFBB 의무위원회 / KADA에서 결정"
"도핑",23,"PART 6 · 치료목적사용면책(TUE)","TUE 신청 및 처리 절차를 설명하시오.","금지약물 여부 확인 → 신청서·진단서·검사결과서 제출 → TUEC에서 치료목적사용면책 국제표준 기준에 따라 승인 여부 결정 / 경기 예정일 30일 전 신청 권장","금지약물 여부 확인 → 신청서·진단서·검사결과서 제출 / TUEC에서 치료목적사용면책 국제표준 기준에 따라 승인 여부 결정","의사 처방전 제출 → 협회 자동 승인 / 선수 자진 신고 → WADA 심사 / 신청서만 제출 → 30일 내 자동 승인"
"도핑",24,"PART 6 · 치료목적사용면책(TUE)","TUE 승인 기준 4가지를 말하시오.","①금지약물 미사용 시 건강 심각 손상 / ②치료 후 정상 건강 상태 이상의 경기력 향상 없음 / ③다른 적절한 대체 치료 없음 / ④이전 도핑 사용에 기인하지 않음","①금지약물 미사용 시 건강 심각 손상 / ②치료 후 정상 건강 상태 이상의 경기력 향상 없음 / ③다른 적절한 대체 치료 없음 / ④이전 도핑 사용에 기인하지 않음","3가지 기준만 충족하면 됨 / 의사 소견서 1장으로 자동 승인 / 금지약물 종류와 무관하게 승인 가능"
"도핑",25,"PART 6 · 치료목적사용면책(TUE)","TUE 면책 시 제출해야 하는 서류 4가지를 말하시오.","진단서 / 처방전 / 각종 의료자료 / TUE 신청서","진단서 / 처방전 / 각종 의료자료 / TUE 신청서","훈련 일지·식단표·체중 기록지 / 국가대표 추천서·협회장 확인서 / 도핑검사 결과서·이전 TUE 기록"
"도핑",26,"PART 6 · 치료목적사용면책(TUE)","TUE 면책 후 인정받는 방법을 말하시오.","도핑검사 시 복용 약물 기재 / TUE 승인 여부 명시 / 도핑검사관에게 TUE 판정서 제시","도핑검사 시 복용 약물 기재 / TUE 승인 여부 명시 / 도핑검사관에게 TUE 판정서 제시","검사 면제 신청서 제출 / 구두로 설명 후 기록 / 지도자가 대신 서류 제출"
"도핑",27,"PART 6 · 치료목적사용면책(TUE)","사후 TUE 신청이 가능한 경우를 말하시오.","응급·긴급 치료 상태 / 사전 신청 어려운 합리적 사유 / 경기기간 외 사용 후 비정상 분석 결과 통지","응급 또는 긴급한 치료가 요구되는 의료적 상태인 경우 / 사전 신청이 어려운 합리적 사유가 있는 경우 / ""경기기간 중 금지약물""을 경기기간 외에 치료 목적으로 사용 후 도핑검사에서 비정상 분석 결과를 통지받은 경우","평소에 복용하던 약이라 사전 신청을 잊은 경우 / 경기 성적이 중요해 신청할 시간이 없던 경우 / 지도자가 허가했다고 판단한 경우"
"도핑",28,"PART 7 · 도핑 위반 제재","도핑 위반 시 선수의 자격정지 기간을 설명하시오.","최소 3개월~최대 영구제명 / 규정 위반 유형·약물 유형·정황·횟수에 따라 결정","최소 3개월~최대 영구제명 / 규정 위반 유형·약물 유형·정황·횟수에 따라 결정","무조건 2년 자격정지 / 1차 경고·2차 1년·3차 영구제명 / 과징금 납부 시 자격정지 면제"
"도핑",29,"PART 7 · 도핑 위반 제재","도핑 위반 선수 과징금을 설명하시오.","일반부: 1차 400만원·2차 1,000만원·3차 1,500만원 / 학생부: 1차 200만원·2차 500만원·3차 1,500만원 / 전국체육대회: 1차 1,000만원·3차 2,500만원","일반부: 1차 400만원·2차 1,000만원·3차 1,500만원 / 학생부: 1차 200만원·2차 500만원·3차 1,500만원 / 전국체육대회: 1차 1,000만원·3차 2,500만원","일반부 1차 200만원 / 학생부 1차 400만원 / 일반부·학생부 동일 기준 / 전국체육대회 1차 500만원"
"도핑",30,"PART 7 · 도핑 위반 제재","도핑 위반 코치·감독 과징금과 제재를 설명하시오.","코치: 1차 200만원+자격정지·2차 400만원+자격정지·3차 퇴출 / 감독: 1차 400만원+자격정지·2차 800만원+자격정지·3차 퇴출","코치: 1차 200만원+자격정지·2차 400만원+자격정지·3차 퇴출 / 감독: 1차 400만원+자격정지·2차 800만원+자격정지·3차 퇴출","코치·감독 동일 기준 / 1차 300만원 / 코치 1차 400만원 / 감독 1차 200만원 / 코치·감독 모두 3차 영구제명"
"도핑",31,"PART 7 · 도핑 위반 제재","도핑 위반 시 시·도지부에 부과되는 제재를 설명하시오.","위반 선수 1명당 과징금 300만원 + 관련 임원 자격정지","위반 선수 1명당 과징금 300만원 / 관련 임원 자격정지","시·도지부 500만원 고정 / 위반 선수 수와 무관하게 일괄 1,000만원 / 임원 제재 없음"
"도핑",32,"PART 7 · 도핑 위반 제재","자격정지 시작 기간과 종료 후 재등록 규정을 설명하시오.","KADA에서 자격정지 부과된 날로부터 기산 / 재등록: 복귀 조건(검사·교육·과징금 납부) 충족 위해 해당 연도 선수 등록 필요","KADA에서 자격정지 부과된 날로부터 기산 / 재등록: 복귀 조건(검사·교육·과징금 납부) 충족 위해 해당 연도 선수 등록 필요","판결 확정일로부터 기산 / 자동 복귀 / 경기 참가 시작일로부터 기산 / 별도 등록 불필요 / 징계 통보일로부터 기산 / 다음 시즌 자동 복귀"
"도핑",33,"PART 8 · 선수지원요원","선수지원요원의 도핑방지 역할과 책임을 설명하시오.","도핑방지 정책 숙지·준수 / 선수 검사 협조 / 선수 가치관 지도 / 조사 기구 협력 / 금지약물·금지방법 사용·소지 불가 / 위반 이력 공개","도핑방지 정책·규정 숙지 및 준수 / 선수 검사 프로그램에 협조 / 선수가 도핑방지에 대한 바람직한 가치관·태도를 형성하도록 지도 / 도핑방지 규정 위반을 조사하는 기구에 협력 / 정당한 사유 없이 금지약물·금지방법 사용·소지 불가 / 과거 10년 내 도핑방지 규정 위반 이력 있을 경우 국제경기연맹 및 도핑방지위원회에 공개","선수 대신 시료 제공 가능 / 도핑 검사 일정 선수에게 사전 통보 / 금지약물 처방 권한 보유"
"응급처치",1,"PART 1 · 응급처치 기본 개념 (기출)","응급처치란 갑자기 발생한 사고나 질환에 대해 현장에서 ___ 행하는 긴급 처치 행위로, 의료기관 치료를 받기 전 또는 응급구조원이 도착하기 전까지 시행한다.","급하게","급하게","천천히 / 전문적으로 / 계획적으로"
"응급처치",2,"PART 1 · 응급처치 기본 개념","응급처치의 중요성 4가지를 말하시오.","환자의 생명을 구하고 현 상태를 유지 / 상태의 악화를 방지하고 고통을 경감 / 치료·입원 기간 단축 / 의료비 지출 감소","환자의 생명을 구하고 현 상태를 유지 / 상태의 악화를 방지하고 고통을 경감 / 치료 기간과 입원 기간을 단축 / 의료비 지출 감소","환자의 체력을 증진 / 약물 투여로 통증 제거 / 수술 대신 처치로 완치"
"응급처치",3,"PART 1 · 응급처치 기본 개념 (기출)","응급처치 3C는 Check(___), Call(___), Care(___)이다.","Check(확인) / Call(전화·신고) / Care(처치)","확인 / 전화(신고) / 처치","통제 / 협력 / 압박 / 청소 / 운반"
"응급처치",4,"PART 1 · 응급처치 기본 개념 (기출)","응급처치 유형 3가지는 ___, ___, ___이다.","하임리히법 / 심폐소생술(CPR) / PRICE","하임리히법 / 심폐소생술(CPR) / PRICE","붕대감기 / 산소투여 / 수액공급"
"응급처치",5,"PART 1 · 응급처치 기본 개념","응급처치 시 지켜야 할 사항을 말하시오.","처치자 안전 확보 / 중증 환자 우선 / 생사 판단 금지 / 의약품·민간 요법 금지 / 전문 의료 요원에게 인계","처치자의 안전을 먼저 확보 / 침착하게 중증 환자부터 우선 처치 / 생사에 대한 판단은 하지 않음 / 의약품 및 검증되지 않은 민간 요법 사용 금지 / 전문 의료 요원의 처치에 맡김","화상 부위 옷 즉시 제거 / 빠른 처치를 위해 혼자 판단·시행 / 환자 이동을 최우선으로 진행"
"응급처치",6,"PART 1 · 응급처치 기본 개념","응급처치가 필요한 이유: 뇌는 혈액 공급이 ___분만 중단돼도 영구적으로 손상될 수 있다.","4~5","4~5","1~2 / 10~15 / 30"
"응급처치",7,"PART 2 · CPR·CPCR (기출)","심폐소생술(CPR)이란 심장박동과 호흡이 없는 환자에게 ___ 순환과 ___ 환기를 시행하여 뇌 손상을 지연시키고 심장 회복을 돕는 처치이다.","혈액 / 폐","혈액 / 폐","산소 / 기도 / 림프 / 혈압"
"응급처치",8,"PART 2 · CPR·CPCR (기출)","CPR을 즉시 시행하면 생존 확률이 ___ 배 이상 증가한다.","3","3","2 / 5 / 10"
"응급처치",9,"PART 2 · CPR·CPCR (기출)","CPR 순서: ①의식 확인 → ②___ 신고 → ③호흡 확인(___ 초) → ④흉부 압박 ___회 → ⑤인공호흡 ___회 → 반복","119 / 5~10초 / 30회 / 2회","119 / 5~10 / 30 / 2","112 / 3~5초 / 10~15초 / 20회 / 1회 / 15회"
"응급처치",10,"PART 2 · CPR·CPCR (기출)","흉부 압박 위치는 흉골 ___ 1/2 지점, 깊이는 최소 ___cm·최대 ___cm, 속도는 분당 ___회이다.","아래 / 5cm / 6cm / 100~120회","아래 / 5 / 6 / 100~120","위 / 중간 / 3 / 4 / 7 / 60~80 / 80~100 / 120~140"
"응급처치",11,"PART 2 · CPR·CPCR","흉부 압박과 이완 비율은 ___:___, 압박과 인공호흡 비율은 ___:___이다.","50:50 / 30:2","50 / 50 / 30 / 2","70 / 60 / 40 / 15 / 1 / 3"
"응급처치",12,"PART 2 · CPR·CPCR (기출)","CPR 시 가슴을 깊게 압박하는 이유: 심장의 혈액을 ___ 신체 말단부까지 혈액을 공급하기 위함이다.","짜내어","짜내어","채워 / 압박하여 / 순환시켜"
"응급처치",13,"PART 2 · CPR·CPCR (기출)","가슴 이완을 확인해야 하는 이유: 가슴이 이완되어야 심장에 충분한 ___ 이 공급되며, 이를 통해 흉부 압박 시 신체에 많은 혈액을 ___ 할 수 있기 때문이다.","혈액 / 순환","혈액 / 순환","산소 / 혈압 / 공급 / 이완"
"응급처치",14,"PART 2 · CPR·CPCR (기출)","가슴압박 CPR보다 표준 CPR을 하는 이유: 인공호흡을 통해 환자에게 부족한 ___를 공급하기 위함이다. 특히 ___, ___ 등 비심장성 심정지에 권장한다.","산소 / 익수 / 질식","산소 / 익수 / 질식","혈액 / 이산화탄소 / 골절 / 출혈 / 화상 / 호흡"
"응급처치",15,"PART 2 · CPR·CPCR (기출)","CPR을 중단해도 되는 경우를 말하시오.","응급의료종사자 인계 / 자발순환 회복 / 구조자 탈진·위험 / CPR 유보 조건 확인 / 현장 안전 불가","응급의료종사자에게 치료 인계한 경우 / 환자의 자발순환 회복이 확인된 경우 / 구조자가 지치거나 위험한 상황에 빠진 경우 / CPR 시행 중 유보 조건이 확인된 경우 / 현장이 안전하지 않은 경우","환자 가족이 요청한 경우 / AED가 없는 경우 / 10분 이상 경과한 경우"
"응급처치",16,"PART 2 · CPR·CPCR (기출)","심폐뇌소생술(CPCR)은 심장·폐뿐만 아니라 ___ 손상 최소화까지 목적으로 하며, ___ 의료인이 시행하는 의료적 소생술이다.","뇌 / 전문","뇌 / 전문","신장 / 간 / 일반 / 보조"
"응급처치",17,"PART 2 · CPR·CPCR","심장의 역할은 ___ 작용으로 뇌와 체내에 혈액을 공급하는 것이다. 심정지 시 심장이 이 역할을 못하므로 ___ 압박으로 혈액을 공급한다.","펌프 / 가슴","펌프 / 가슴","필터 / 밸브 / 등 / 복부"
"응급처치",18,"PART 3 · AED (기출)","AED란 환자의 ___ 를 자동으로 분석하여 ___ 필요 여부를 구분하고, 전기 충격으로 세동을 제거해 심장이 규칙적으로 뛰도록 유도하는 장비이다.","심전도 / 제세동","심전도 / 제세동","혈압 / 수혈 / 맥박 / 산소공급"
"응급처치",19,"PART 3 · AED (기출)","AED 켜기 전 실시해야 할 3가지는 ① ___ 확인, ② ___ 신고, ③ AED 사용 가능 상황 확인이다.","의식 / 119","의식 / 119","호흡 / 맥박 / 112"
"응급처치",20,"PART 3 · AED (기출)","AED 패드 부착 위치: 오른쪽 패드는 오른쪽 ___ 아래, 왼쪽 패드는 왼쪽 ___ 아래 중간 겨드랑이선이다.","쇄골(빗장뼈) / 젖꼭지","쇄골(빗장뼈) / 젖꼭지","겨드랑이 / 명치 / 어깨 / 갈비뼈"
"응급처치",21,"PART 3 · AED (기출)","AED 사용 중 2번 물러서는 이유: 1번째는 ___ 분석 시 오작동 방지, 2번째는 전기 충격 시 ___ 위험 때문이다.","리듬(심전도) / 감전","리듬(심전도) / 감전","혈압 / 화재 / 골절 / 산소"
"응급처치",22,"PART 3 · AED (기출)","AED 사용 시 주의사항을 말하시오.","물기 제거 / 털 제모 후 부착 / 금속 제거 / 분석 시 접촉 금지 / 여성: 브래지어 조정 후 맨 가슴 부착","환자 몸에 물기 있으면 닦아낸 후 사용 / 패드 부착 위치에 털이 많을 경우 제모 후 부착 / 환자 몸에 금속 물질 있으면 제거 후 사용 / 리듬 분석 시 환자에게 닿지 않기 / 여성 환자: 브래지어 위치 조정 후 맨 가슴에 패드 부착","패드를 등에 부착 / 충격 후 바로 환자 접촉 가능 / 전원 끈 채로 패드 부착"
"응급처치",23,"PART 3 · AED (기출)","AED에서 ""제세동이 필요 없다""고 나오면 즉시 ___을 재시작한다.","CPR(심폐소생술)","CPR(심폐소생술)","AED 전원 끄기 / 환자 이송 / 인공호흡만"
"응급처치",24,"PART 4 · 기도 폐쇄·하임리히법 (기출)","기도폐쇄 유형별 응급처치: 부분 폐쇄 → ___ 유도, 완전 폐쇄(의식 있음) → ___, 완전 폐쇄(의식 없음) → ___","기침 / 하임리히법 / CPR","기침 / 하임리히법 / CPR","인공호흡 / AED / 압박"
"응급처치",25,"PART 4 · 기도 폐쇄·하임리히법 (기출)","하임리히법: 환자 ___ 에 서서 한 손 주먹을 ___ 와 배꼽 사이에 대고 다른 손으로 감싼 후 세게 ___ 으로 밀어올린다.","등쪽(뒤) / 명치 / 안쪽 위","등쪽(뒤) / 명치 / 안쪽 위","앞 / 옆 / 배꼽 / 갈비뼈 / 아래쪽 / 옆쪽"
"응급처치",26,"PART 4 · 기도 폐쇄·하임리히법","기도 폐쇄 확인 방법을 말하시오.","초크 사인 / 거친·쉰 숨소리 / 말하기 어려움 / 기침 가능 여부 / 청색증","양손으로 목을 감싸 쥐는 초크 사인(Choking sign) / 거친 숨소리 또는 쉰 소리 / 말을 제대로 하지 못하는 경우 / 기침 가능 여부 / 얼굴·입술이 파랗게 변하는 청색증","발열 여부 / 혈압 하락 / 동공 확대"
"응급처치",27,"PART 5 · 외상 처치 (기출)","출혈 응급처치: 깨끗한 거즈로 출혈 부위를 ___ 압박하고, 상처 부위를 ___ 보다 높게 올린다.","직접 / 심장","직접 / 심장","간접 / 강하게 / 머리 / 바닥"
"응급처치",28,"PART 5 · 외상 처치 (기출)","드레싱을 하는 이유: ___ 방지와 ___ 유지, 상처 배액 흡수를 위함이다.","2차 감염 / 습도","2차 감염 / 습도","출혈 / 체온 / 골절 / 압박 / 통증 / 건조"
"응급처치",29,"PART 5 · 외상 처치 (기출)","골절 응급처치: 함부로 ___ 금지, 출혈 시 ___ 압박, 뼈 돌출 시 억지로 밀어넣지 말고 ___으로 고정.","이동·접촉 / 직접 / 부목","이동·접촉 / 직접 / 부목","간접 / 깁스 / 마사지 / 냉찜질"
"응급처치",30,"PART 5 · 외상 처치 (기출)","골절 분류: ___ 골절은 피부 상처 없이 외부와 차단된 상태, ___ 골절은 뼈가 피부 밖으로 노출된 상태(감염 위험 큼)이다.","폐쇄성 / 개방성","폐쇄성 / 개방성","단순 / 복합 / 1도 / 2도"
"응급처치",31,"PART 5 · 외상 처치 (기출)","화상 종류 5가지를 말하시오.","화염·열탕·전기·화학·접촉 화상","화염 화상 / 열탕 화상 / 전기 화상 / 화학 화상 / 접촉 화상","동상 / 자외선 화상 / 압박 화상"
"응급처치",32,"PART 5 · 외상 처치 (기출)","화상 응급처치: 1도(발적·통증) → ___, 2도(수포·부종) → ___·멸균 드레싱, 3도(통증 없음·흑갈색) → 멸균 드레싱·___ 방지","1도: 찬물 / 2도: 찬물·멸균 드레싱 / 3도: 멸균 드레싱·쇼크 방지","찬물 / 찬물 / 쇼크","온찜질 / 얼음 / 냉찜질포 / 출혈 / 골절 / 탈수"
"응급처치",33,"PART 6 · 쇼크·저체온·동상 (기출)","쇼크의 종류를 말하시오.","출혈성·심인성·패혈성·과민성·저혈량·신경성 쇼크","출혈성 쇼크: 급격한 출혈로 혈압 하락 / 심인성(심장성) 쇼크: 심장 기능 감소 / 패혈성 쇼크: 심각한 혈액 감염 / 과민성 쇼크: 알러지 반응 / 저혈량 쇼크: 혈액 순환량 부족 / 신경성 쇼크: 척추 손상 등","운동성 쇼크 / 열성 쇼크 / 압박성 쇼크"
"응급처치",34,"PART 6 · 쇼크·저체온·동상","쇼크 환자 응급처치: 환자를 눕히고 ___ 를 심장보다 높게 유지하여 ___ 순환을 원활하게 한다.","다리 / 혈액","다리 / 혈액","머리 / 팔 / 산소 / 림프"
"응급처치",35,"PART 6 · 쇼크·저체온·동상 (기출)","저체온증이란 체온이 ___°C 이하로 떨어진 상태로, 응급처치는 젖은 옷 제거 후 ___ 로 감싸고 따뜻한 수분·당분을 공급한다.","35 / 담요","35 / 담요","37 / 36 / 34 / 냉찜질포 / 핫팩"
"응급처치",36,"PART 6 · 쇼크·저체온·동상 (기출)","동상 응급처치: 마찰·움직임 ___, ___~___°C 물에 30~60분 담그기","마찰·움직임 금지 / 37~42°C","금지 / 37 / 42","권장 / 20~30 / 0~4 / 50~60"
"응급처치",37,"PART 7 · RICE·PRICES (기출)","PRICE는 Protection(___)·Rest(___)·Ice(___)·Compression(___)·Elevation(___)이고, PRICES는 여기에 Splint(___)가 추가된다.","보호 / 휴식 / 냉각 / 압박 / 거상 / 부목","보호 / 휴식 / 냉각 / 압박 / 거상 / 부목","재활 / 온찜질 / 마사지 / 수평유지 / 이완 / 마찰"
"응급처치",38,"PART 7 · RICE·PRICES","RICE: R은 ___, I는 ___, C는 ___, E는 ___(부상 부위를 심장보다 높게)이다.","휴식(Rest) / 냉찜질(Ice) / 압박(Compression) / 거상(Elevation)","휴식 / 냉찜질 / 압박 / 거상","운동 / 온찜질 / 마사지 / 수평유지 / 재활 / 얼음찜질 / 하강 / 부목"
"응급처치",39,"PART 7 · RICE·PRICES","맥박촉진법: ___ 끝을 이용하여 주로 ___ 이나 목 부위의 동맥을 촉진하여 심박동을 확인한다.","손가락 / 손목","손가락 / 손목","손바닥 / 발목 / 발가락 / 팔꿈치"
"스포츠 윤리",1,"PART 1 · 생활체육 기본 개념","생활체육이란 ___ 시간을 활용하여 건강 및 체력 증진을 위한 자발적이고 일상적인 체육 활동으로, 신체·정서·사회적으로 ___ 하게 발달하고 삶의 질을 높이는 활동이다.","여가 / 조화","여가 / 조화","훈련 / 전문 / 획일 / 업무"
"스포츠 윤리",2,"PART 1 · 생활체육 기본 개념","생활체육의 본질은 활동 그 자체의 ___ 과 기쁨이며, 개인의 잠재적 욕구를 자연스럽게 ___ 하게 한다.","즐거움 / 표현·발산","즐거움 / 표현·발산","승리 / 억제 / 경쟁"
"스포츠 윤리",3,"PART 1 · 생활체육 기본 개념","생활체육의 필요성 4가지를 말하시오.","건강·체력 증진 요구 / 여가 시간 증가 / 체육 가치관 변화 / 여가 활동 요구 증대","건강과 체력 증진에 대한 요구 증대 / 여가 시간 증가와 대중 스포츠 인구 증가 / 체육에 대한 가치관과 태도의 변화 / 여가 활동에 대한 요구 증대","엘리트 선수 발굴 필요성 / 국제 대회 성적 향상 / 학교 체육 의무화"
"스포츠 윤리",4,"PART 1 · 생활체육 기본 개념","생활체육의 목적(참가자 개인의 기대효과)을 설명하시오.","기분 전환·즐거움 / 건강 유지 / 건전한 여가생활 / 사회생활 능력 함양 / 협동심·준법정신·책임감 함양","기분 전환과 즐거움으로 보람된 일상생활 영위 / 체력 증진을 통해 건강 유지 / 운동기능 향상으로 건전한 여가생활 / 대인관계 원리 터득·사회생활 능력 함양 / 자율적 참가로 협동심·준법정신·책임감 함양","국가 체력 순위 향상 / 메달 획득 / 선수 선발"
"스포츠 윤리",5,"PART 1 · 생활체육 기본 개념","생활체육의 역할 6가지를 말하시오.","인간성 회복 / 평생 교육 / 국민 건강 증진 / 지역 사회 개발 / 청소년 선도 / 여가 선용","인간성 회복 / 평생 교육 / 국민 건강 증진 / 지역 사회 개발 / 청소년 선도 / 여가 선용","국제 경쟁력 강화 / 메달 획득 / 엘리트 선수 발굴"
"스포츠 윤리",6,"PART 1 · 생활체육 기본 개념","생활체육의 목표(체육 행정·정책 방향) 4가지는 체육 내용의 ___, 체육 활동의 ___, 체육 방법의 ___, 체육 환경의 ___이다.","다양화 / 생활화 / 합리화 / 복지화","다양화 / 생활화 / 합리화 / 복지화","전문화 / 의무화 / 국제화 / 상업화"
"스포츠 윤리",7,"PART 1 · 생활체육 기본 개념","Sport for All이란 ___, ___, ___, ___ 에 관계없이 누구나 자유 의지로 스포츠에 참가할 권리를 보장하는 개념으로, ___ 체육과 스포츠 국제 헌장에서 사용되었다.","인종 / 사회 / 계급 / 성별 / 유네스코","인종 / 사회 / 계급 / 성별 / 유네스코","나이 / 지역 / 직업 / 국적 / 종교 / IOC"
"스포츠 윤리",8,"PART 1 · 생활체육 기본 개념","웰니스(Wellness)란 질병의 ___ 를 넘어서 삶을 만족스럽게 영위할 수 있는 최적의 ___ 와 활력 상태로, 신체·정신·사회적으로 건강한 상태를 추구하는 것이다.","유무 / 건강","유무 / 건강","종류 / 체력 / 원인"
"스포츠 윤리",9,"PART 2 · 생활체육 기능·구성","생활체육의 기능을 생리적·심리적·사회적 측면으로 설명하시오.","생리적: 신체 기능 활성화·근력·지구력·체중 조절 / 심리적: 스트레스 해소·자아존중감·정서적 균형 / 사회적: 공동체 의식·소속감·사회 통합","신체 기능 활성화·근력·지구력 / 스트레스 해소·자아존중감 / 공동체 의식·소속감","면역 강화 / 체중 조절 / 정서 안정 / 경쟁력 향상 / 사회 통합"
"스포츠 윤리",10,"PART 2 · 생활체육 기능·구성","생활체육의 구성 원리 5가지는 ___, ___, ___, ___, ___이다.","목적성 / 개별성 / 자발성 / 창조성 / 평가성","목적성 / 개별성 / 자발성 / 창조성 / 평가성","강제성 / 획일성 / 경쟁성"
"스포츠 윤리",11,"PART 2 · 생활체육 기능·구성","생활체육의 구성 요소 4가지는 ___, ___, ___, ___이다.","프로그램 / 시설 / 지도자 / 홍보","프로그램 / 시설 / 지도자 / 홍보","참가자 / 재정"
"스포츠 윤리",12,"PART 2 · 생활체육 기능·구성","생활체육의 영역 4가지는 ___ 체육, ___ 체육, ___ 체육, ___ 체육이다.","가정 / 직장 / 지역사회 / 상업","가정 / 직장 / 지역사회 / 상업","학교 / 공공 / 국제"
"스포츠 윤리",13,"PART 2 · 생활체육 기능·구성","생애주기에 따른 생활체육 지도를 설명하시오.","유아기: 대근육 놀이 / 아동기: 팀 스포츠 / 청소년기: 뼈 성장 운동 / 성인기: 유산소+근력 / 노년기: 평형성·사회화","유아기: 대근육 위주 놀이 중심 신체활동 / 아동기: 팀 스포츠·도구 활용 놀이 / 청소년기: 2차 성징 시기·뼈 성장에 도움 되는 운동 / 성인기(중장년기): 유산소 운동과 근력 운동 병행 / 노년기: 평형성 운동·사회화 레크리에이션","유아기: 근력 운동 / 청소년기: 노화 대비 유산소 / 노년기: 고강도 훈련"
"스포츠 윤리",14,"PART 3 · 생활체육 지도자","생활체육 지도자의 자질을 설명하시오.","의사전달능력 / 사명감 / 강인한 성격 / 도덕적 품성 / 칭찬의 미덕 / 공정성","의사전달능력: 의사소통·지도의 선결 요건 / 투철한 사명감: 자발적 의지로 목표 성취 / 활달하고 강인한 성격: 친근감·신뢰감 형성 / 도덕적 품성: 원만한 인간관계 형성 / 칭찬의 미덕: 참가자의 긍정적 동기 유발 / 공정성: 모든 참가자를 평등하게 대우","권위주의적 태도 / 성과 중심 지도 / 엄격한 규율 강조"
